PK,CCR,HIERARCHY,INCIDENTTIME,incident_year,incident_month,incident_day_of_week,incident_time_12hr,incident_hour,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
249526107,21062761,27,2021-04-12T20:00:00Z,2021,April,Monday,08:00 PM,08 PM,"900 Block Portland St Pittsburgh, PA 15206",N,Highland Park,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1102,7,2,-79.9251250792477,40.4726649489598
247861500,21047655,0,2021-03-21T16:47:00Z,2021,March,Sunday,04:47 PM,04 PM,"2000 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,99,7513 Restriction on Alcoholic Beverages - Open Container,1702,3,3,-79.976432641371,40.4303408118696
248146688,21049577,6,2021-03-24T15:51:00Z,2021,March,Wednesday,03:51 PM,03 PM,"10 Block Children's Way Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2204,1,1,-80.0069732748943,40.4525964555568
248396964,21052454,10,2021-03-27T21:30:00Z,2021,March,Saturday,09:30 PM,09 PM,"2900 Block Shadeland Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,2,RECKLESSLY ENDANGER ANOTH PER,2705 Recklessly Endangering Another Person. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,201,1,1,-80.0304048905528,40.4707029348676
249337945,21060360,18,2021-04-09T12:00:00Z,2021,April,Friday,12:00 PM,12 PM,"300 Block Technology Dr Pittsburgh, PA 15213",N,South Oakland,4,STOLEN PROPERTY - OTHER,13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,409,3,3,-79.960881249484,40.4307642683152
249347998,21060567,0,2021-04-09T19:50:00Z,2021,April,Friday,07:50 PM,07 PM,"600 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,9994 PFA Service,201,6,6,-80.0017928321911,40.4425929172081
249406981,21061514,27,2021-04-11T00:22:00Z,2021,April,Sunday,12:22 AM,12 AM,"Penn Ave & N Highland Ave Pittsburgh, PA 15206",N,East Liberty,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1115,9,2,-79.9248213510388,40.4614220791187
-3451022202,21047063,10,2021-03-20T17:26:00Z,2021,March,Saturday,05:26 PM,05 PM,"Spring Garden Ave & Arcola Way Pittsburgh, PA 15212",N,Spring Garden,1,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace,2412,1,1,-79.9915806093225,40.460141960038
247986149,21048527,0,2021-03-22T18:45:00Z,2021,March,Monday,06:45 PM,06 PM,"1600 Block Belasco Ave Pittsburgh, PA 15216",N,Beechview,6,99,3503(b.1)(i) Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises,1916,4,5,-80.0276460299077,40.4103588421504
248243663,21050233,10,2021-03-25T14:47:00Z,2021,March,Thursday,02:47 PM,02 PM,"50th St & Hatfield St Pittsburgh, PA 15201",N,Central Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault.,901,7,2,-79.9566969026052,40.4783535910202
248305739,21050933,10,2021-03-26T15:49:00Z,2021,March,Friday,03:49 PM,03 PM,"1100 Block Brabec St Pittsburgh, PA 15212",Y,Troy Hill,1,HARRASSMENT,2709(a) Harassment.,2406,1,1,-79.9920340143178,40.4585370614615
248315665,21051108,24,2021-03-26T18:34:00Z,2021,March,Friday,06:34 PM,06 PM,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,FALSE ALARMS AGENCIES PUB SAF,4905 False Alarms to Agencies of Public Safety. / 2709(b) Stalking,1702,3,3,-79.9818723137217,40.4285931755254
249144305,21058778,99,2021-04-07T11:23:00Z,2021,April,Wednesday,11:23 AM,11 AM,"100 Block S 16th St Pittsburgh, PA 15203",N,South Side Flats,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1702,3,3,-79.9830148271228,40.4284483597115
249173790,21059113,99,2021-04-07T19:41:00Z,2021,April,Wednesday,07:41 PM,07 PM,"800 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1915,4,5,-80.0124149933919,40.4184977479424
249360123,21060683,27,2021-04-09T21:26:00Z,2021,April,Friday,09:26 PM,09 PM,"2700 Block Liberty Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9756176095018,40.4548555855525
249360546,21060696,6,2021-04-09T21:30:00Z,2021,April,Friday,09:30 PM,09 PM,"Wood St & Forbes Ave Pittsburgh, PA 15222",N,Central Business District,2,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake.",201,6,6,-80.0008299342523,40.4400971296583
249441500,21061985,0,2021-04-11T17:44:00Z,2021,April,Sunday,05:44 PM,05 PM,"1900 Block Wightman St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): 9999 - (Misc. Incident): Referal to department of aging,1413,5,3,-79.9281247341305,40.4355669488151
247771796,21047101,3,2021-03-20T18:00:00Z,2021,March,Saturday,06:00 PM,06 PM,"Brownsville Rd & Parkfield St Pittsburgh, PA 15210",Y,Carrick,3,ROBBERY,3701 Robbery.,2901,4,3,-79.9866098452629,40.3913392138497
247827293,21047493,0,2021-03-21T10:39:00Z,2021,March,Sunday,10:39 AM,10 AM,"900 Block Steuben St Pittsburgh, PA 15220",Y,Elliott,6,99,9093 Indirect Criminal Contempt,2020,2,5,-80.0416685798356,40.4424265800231
247862084,21047758,27,2021-03-21T15:39:00Z,2021,March,Sunday,03:39 PM,03 PM,"2000 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,203,7,6,-79.9839282048404,40.4511259590724
248464290,21052952,27,2021-03-26T17:00:00Z,2021,March,Friday,05:00 PM,05 PM,"700 Block Montclair St Pittsburgh, PA 15217",N,Greenfield,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1517,5,3,-79.9331418911494,40.4204269729162
248475171,21053241,3,2021-03-29T23:18:00Z,2021,March,Monday,11:18 PM,11 PM,"100 Block Rhine Pl Pittsburgh, PA 15212",Y,Spring Hill-City View,1,ROBBERY,3701 Robbery. / 3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition. / 2701(a)(3) Simple Assault - Attempts by Physical Menace,2620,1,1,-79.992041845149,40.4653596489546
248529423,21050475,99,2021-03-24T21:40:00Z,2021,March,Wednesday,09:40 PM,09 PM,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2108,6,1,-80.0219684615574,40.4512177173984
248532628,21053623,10,2021-03-30T14:44:00Z,2021,March,Tuesday,02:44 PM,02 PM,"2200 Block Noblestown Rd Pittsburgh, PA 15205",Y,Westwood,6,TERRORISTIC THREATS,2706 Terroristic Threats. / 2709 Harassment (Non-Specific) / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503 Criminal Trespass,2811,2,5,-80.0539118407942,40.4300804399731
248537699,21053735,27,2021-03-30T16:00:00Z,2021,March,Tuesday,04:00 PM,04 PM,"Saw Mill Run Blvd & Library Rd Pittsburgh, PA 15227",N,Overbrook,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,3204,4,5,-79.9959750614578,40.3824894539496
248547439,21053909,0,2021-03-30T22:28:00Z,2021,March,Tuesday,10:28 PM,10 PM,"E Carson St & S 11th St Pittsburgh, PA 15203",N,South Side Flats,3,99,3742 Accidents Involving Death or Personal Injury,1702,3,3,-79.9875215657721,40.4287343303753
249218080,21059503,99,2021-04-08T08:45:00Z,2021,April,Thursday,08:45 AM,08 AM,"Stanton Ave & N Highland Ave Pittsburgh, PA 15206",N,Highland Park,5,FOUND PROPERTY,9489 Found Property,1106,9,2,-79.921028236061,40.4696978684212
249518712,21062566,99,2021-04-12T17:57:00Z,2021,April,Monday,05:57 PM,05 PM,"7000 Block Campania Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,NON-VIOLENT DOMESTIC,9012 Non-Violent Domestic,1201,9,2,-79.8937518242321,40.4747859943616
247780395,21047105,14,2021-03-20T18:02:00Z,2021,March,Saturday,06:02 PM,06 PM,"3700 Block Baytree St Pittsburgh, PA 15214",Y,Perry North,1,CRIM MISCHIEF,3304 Criminal Mischief. / 3304 Criminal Mischief.,2602,1,1,-80.0141204114371,40.4887927219588
248048249,21048798,14,2021-03-23T13:55:00Z,2021,March,Tuesday,01:55 PM,01 PM,"Rhine St & Mathias St Pittsburgh, PA 15212",N,Spring Hill-City View,1,CRIM MISCHIEF,3304 Criminal Mischief.,2620,1,1,-79.9949792294802,40.4682037889241
248057041,21049001,10,2021-03-23T19:20:00Z,2021,March,Tuesday,07:20 PM,07 PM,"1200 Block Liverpool St Pittsburgh, PA 15233",Y,Manchester,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2107,6,1,-80.0227871421298,40.4556995199787
248553829,21054048,0,2021-03-31T03:05:00Z,2021,March,Wednesday,03:05 AM,03 AM,"8600 Block Bricelyn St Pittsburgh, PA 15221",N,East Hills,5,99,9994 PFA Service,1306,9,2,-79.8743592274177,40.4578647734886
249158038,21058964,10,2021-04-07T15:45:00Z,2021,April,Wednesday,03:45 PM,03 PM,"N Negley & E Liberty Blvd Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT,2709(a) Harassment.,1115,9,2,-79.9281442537087,40.4677057377926
248166688,21049700,14,2021-03-24T19:19:00Z,2021,March,Wednesday,07:19 PM,07 PM,"Fort Duquesne Blvd & 7th St Pittsburgh, PA 15222",N,Central Business District,2,CRIM MISCHIEF,3304 Criminal Mischief.,201,6,6,-80.0008672588076,40.4446333846099
248177847,21049876,4,2021-03-25T00:13:00Z,2021,March,Thursday,12:13 AM,12 AM,"1200 Block Woods Run Ave Pittsburgh, PA 15212",N,Brighton Heights,1,SIMPLE ASSAULT,2707.1 Discharge of a Firearm into Occupied Structure / 8106 Shots Fired,2708,,,-79.8836651865202,40.4453528891864
248178237,21049829,6,2021-03-24T21:30:00Z,2021,March,Wednesday,09:30 PM,09 PM,"3200 Block Central Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT FROM AUTO,3934 Theft from Vehicle,2715,1,1,-80.0273883588974,40.4752511144188
-3394217246,21050686,0,2021-03-26T06:59:00Z,2021,March,Friday,06:59 AM,06 AM,"300 Block Robinson St Pittsburgh, PA 15213",N,West Oakland,4,99,9999 9999 - (Misc. Incident):,402,6,3,-79.9657818928602,40.4428502116406
248407613,20219387,5,2021-03-28T23:40:00Z,2021,March,Sunday,11:40 PM,11 PM,"Essen St & Penfort St Pittsburgh, PA 15214",Y,Northview Heights,4,BURGLARY,3502 Burglary. / 3304 Criminal Mischief.,1515,1,1,-80.0028709970151,40.4732083958376
248411863,21052693,0,2021-03-29T03:00:00Z,2021,March,Monday,03:00 AM,03 AM,"5200 Block Stanton Ave Pittsburgh, PA 15201",N,Stanton Heights,5,99,9133 Noise Complaint - No Citation,1005,7,2,-79.9504132923241,40.4776005071562
249225859,21059552,99,2021-04-08T11:35:00Z,2021,April,Thursday,11:35 AM,11 AM,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,FOUND PROPERTY,9489 Found Property,1803,3,5,-79.9937050598573,40.4218022561637
249417735,21061097,99,2021-04-10T11:37:00Z,2021,April,Saturday,11:37 AM,11 AM,"6300 Block Forbes Ave Pittsburgh, PA 15217",N,Squirrel Hill South,4,DOG BITE,9492 Dog Bite,1408,5,3,-79.9189950347204,40.4377236282943
249420274,21059634,10,2021-04-08T13:25:00Z,2021,April,Thursday,01:25 PM,01 PM,"2100 Block Centre Ave Pittsburgh, PA 15219",N,Middle Hill,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,501,6,3,-79.9788764417094,40.4443711190007
-3320022584,21047756,99,2021-03-21T19:18:00Z,2021,March,Sunday,07:18 PM,07 PM,"Zenith Way & Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,MISCELLANEOUS FIRE VEH INVEST CONTINUED,9122 Miscellaneous Fire Vehicle Investigation to Continue,1303,9,2,-79.8970642653414,40.4545300452239
248081950,21046674,10,2021-03-20T00:44:00Z,2021,March,Saturday,12:44 AM,12 AM,"20 Block Carrick Ave Pittsburgh, PA 15210",Y,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2904,4,3,-79.9827053206258,40.3876699183378
248336514,21051480,6,2021-03-26T21:33:00Z,2021,March,Friday,09:33 PM,09 PM,"1900 Block Lowrie St Pittsburgh, PA 15212",N,Troy Hill,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2406,1,1,-79.9811975833752,40.4657408596982
248345835,21051544,27,2021-03-27T11:20:00Z,2021,March,Saturday,11:20 AM,11 AM,"1200 Block Sarah St & Enon Way Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9862287481189,40.4275423879326
248345880,21051488,27,2021-03-27T09:09:00Z,2021,March,Saturday,09:09 AM,09 AM,"Whipple St & Onondago St Pittsburgh, PA 15218",N,Swisshelm Park,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1411,5,3,-79.9012992455127,40.4203483081476
248346109,21051568,3,2021-03-27T11:45:00Z,2021,March,Saturday,11:45 AM,11 AM,"1100 Block Woods Run Ave Pittsburgh, PA 15212",Y,Brighton Heights,1,ROBBERY,3701 Robbery. / 2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace,2708,,,-79.8839739449597,40.4445147741419
248351019,21051640,18,2021-03-27T13:44:00Z,2021,March,Saturday,01:44 PM,01 PM,"3300 Block Niagara St Pittsburgh, PA 15213",Y,South Oakland,4,STOLEN PROPERTY,13(a)(31) Marijuana: Possession Small Amount / 13(a)(32) Paraphernalia - Use or Possession / 3503(a) Criminal Trespass,409,3,3,-79.9597932531757,40.4349239140601
248358193,21051755,27,2021-03-27T17:00:00Z,2021,March,Saturday,05:00 PM,05 PM,"5100 Block Columbo St Pittsburgh, PA 15224",N,Garfield,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1016,9,2,-79.9402687476206,40.4702788907497
248363473,21047106,27,2021-03-20T18:05:00Z,2021,March,Saturday,06:05 PM,06 PM,"300 Block Meyran Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.9567062928188,40.4389517615129
248580021,21054213,0,2021-03-31T12:30:00Z,2021,March,Wednesday,12:30 PM,12 PM,"5900 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,99,9999 9999 - (Misc. Incident):,1115,9,2,-79.9267858874333,40.4619010899526
248624102,21054369,6,2021-03-31T16:00:00Z,2021,March,Wednesday,04:00 PM,04 PM,"600 Block Mellon St Pittsburgh, PA 15206",N,East Liberty,5,THEFT FROM AUTO,3934 Theft from Vehicle,1113,9,2,-79.9261836082715,40.4690326028762
248644548,21054523,99,2021-03-31T20:52:00Z,2021,March,Wednesday,08:52 PM,08 PM,"300 Block S Main St Pittsburgh, PA 15220",N,West End,6,MENTAL 201/302,9498 302 (Mental),2019,7,2,-79.9579476679689,40.4673830136992
248668495,21054330,11,2021-03-31T14:30:00Z,2021,March,Wednesday,02:30 PM,02 PM,"7000 Block Bennett St Pittsburgh, PA 15208",N,Homewood South,5,IDENTITY THEFT,4120 Identity Theft,1303,9,2,-79.901450962527,40.4575467628153
248670783,21054007,14,2021-03-31T09:35:00Z,2021,March,Wednesday,09:35 AM,09 AM,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Spring Hill-City View,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2620,6,6,-79.9960409452176,40.4350395659105
247867995,21045138,14,2021-03-17T16:00:00Z,2021,March,Wednesday,04:00 PM,04 PM,"1400 Block Termon Ave Pittsburgh, PA 15212",N,Brighton Heights,1,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2701,1,1,-80.0367650283622,40.4830134901041
248597855,21054286,10,2021-03-31T14:20:00Z,2021,March,Wednesday,02:20 PM,02 PM,"1800 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",305,6,3,-79.9832202874492,40.4422148828975
248602340,21054297,10,2021-03-31T13:30:00Z,2021,March,Wednesday,01:30 PM,01 PM,"5600 Block Rural St Pittsburgh, PA 15206",N,East Liberty,5,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1115,9,2,-79.9293775890222,40.4656098971598
247836677,21047563,10,2021-03-21T14:00:00Z,2021,March,Sunday,02:00 PM,02 PM,"50 Block Larimer Ave Pittsburgh, PA 15206",N,East Liberty,5,SIMPLE ASSAULT,2709(a) Harassment. / 2701 Simple Assault.,1115,9,2,-79.9204403021187,40.4614759870883
248417497,21052334,27,2021-03-28T13:57:00Z,2021,March,Sunday,01:57 PM,01 PM,"200 Block Main St Pittsburgh, PA 15201",N,Central Lawrenceville,2,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,902,,,-79.9038910007904,40.3886458129778
248461965,21052898,0,2021-03-27T00:01:00Z,2021,March,Saturday,12:01 AM,12 AM,"3200 Block Niagara St Pittsburgh, PA 15213",N,South Oakland,4,99,9999 9999 - (Misc. Incident):,409,3,3,-79.9604312147515,40.4339267078699
248462021,21052912,6,2021-03-26T15:30:00Z,2021,March,Friday,03:30 PM,03 PM,"300 Block S Linden Ave Pittsburgh, PA 15206",N,Point Breeze,4,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1404,8,3,-79.9121726865234,40.4511159849532
248463267,21053029,14,2021-03-29T16:00:00Z,2021,March,Monday,04:00 PM,04 PM,"5100 Block Kincaid St Pittsburgh, PA 15224",N,Garfield,5,CRIM MISCHIEF,3304 Criminal Mischief.,1017,9,2,-79.942319095013,40.4672035276869
248463441,21053030,10,2021-03-28T08:02:00Z,2021,March,Sunday,08:02 AM,08 AM,"400 Block 7th Ave Pittsburgh, PA 15219",N,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,6,6,-79.9965916108674,40.4427401000294
249428810,21061910,6,2021-04-11T14:28:00Z,2021,April,Sunday,02:28 PM,02 PM,"1500 Block Federal St Pittsburgh, PA 15212",N,Central North Side,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2503,6,1,-80.0073165042613,40.4583768291265
-3531000369,21061882,0,2021-04-11T15:25:00Z,2021,April,Sunday,03:25 PM,03 PM,"500 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,99,9999 9999 - (Misc. Incident):,1919,4,5,-80.0236345649749,40.3962210607594
249433220,21061950,27,2021-04-11T16:00:00Z,2021,April,Sunday,04:00 PM,04 PM,"Dawson St & Atwood St Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,406,3,3,-79.9524761602488,40.4369608582479
247728636,21046423,11,2021-03-19T16:43:00Z,2021,March,Friday,04:43 PM,04 PM,"1700 Block Mary St Pittsburgh, PA 15203",N,South Side Flats,3,IDENTITY THEFT,4120 Identity Theft / 4912 Impersonating a Public Servant. / 2709(a)(4) Harassment Communicates Prohibited Acts,1702,3,3,-79.9822094242741,40.4260516261813
247715040,21046329,99,2021-03-19T03:00:00Z,2021,March,Friday,03:00 AM,03 AM,"1200 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,DRUG INVESTIGATION,9124 Drug Investigation,2108,6,1,-80.0219684615574,40.4512177173984
248368243,21051998,0,2021-03-27T23:31:00Z,2021,March,Saturday,11:31 PM,11 PM,"2900 Block Brownsville Rd Pittsburgh, PA",N,Carrick,3,99,9999 9999 - (Misc. Incident):,2904,4,3,-79.9769380273535,40.3823647433724
248374621,21052049,99,2021-03-28T01:06:00Z,2021,March,Sunday,01:06 AM,01 AM,"500 Block Smithfield St Pittsburgh, PA 15222",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9981194717119,40.4403400419921
248383286,21052225,10,2021-03-28T09:00:00Z,2021,March,Sunday,09:00 AM,09 AM,"3500 Block Middletown Rd Pittsburgh, PA 15204",N,Windgap,6,HARRASSMENT,2709(a) Harassment.,2807,2,5,-80.0725324589107,40.4553780959142
248385378,21052241,99,2021-03-28T08:00:00Z,2021,March,Sunday,08:00 AM,08 AM,"1200 Block Grandview Ave Pittsburgh, PA 15219",N,Duquesne Heights,3,LOST PROPERTY,9504 Lost Property,1911,2,5,-80.0182125847737,40.4379420591741
248393123,21052344,6,2021-03-28T12:00:00Z,2021,March,Sunday,12:00 PM,12 PM,"Allegheny  Ctr Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2204,1,1,-80.0182065181231,40.4493731524498
248394704,21052385,10,2021-03-28T16:00:00Z,2021,March,Sunday,04:00 PM,04 PM,"900 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace,201,6,6,-79.9979394801918,40.4429453058994
249172811,21058993,24,2021-04-07T17:10:00Z,2021,April,Wednesday,05:10 PM,05 PM,"Saw Mill Run Blvd & W Warrington Ave Pittsburgh, PA 15226",Y,Mount Washington,3,OBSTRUCT HIGHWAYS/PUB PASSAGES,5507 Obstructing Highways and Passages.,1915,4,5,-80.0113595839747,40.4150818826327
248135420,21049423,99,2021-03-24T12:05:00Z,2021,March,Wednesday,12:05 PM,12 PM,"200 Block Wilbur St Pittsburgh, PA 15210",Y,Knoxville,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),3001,3,5,-79.9925986155206,40.4074431006746
248238935,21050287,27,2021-03-25T14:30:00Z,2021,March,Thursday,02:30 PM,02 PM,"5700 Block Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1413,5,3,-79.9243571146207,40.4325507650003
248239049,21050298,6,2021-03-24T06:00:00Z,2021,March,Wednesday,06:00 AM,06 AM,"800 Block Boggs Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,4,5,-80.0124149933919,40.4184977479424
248240430,21050314,6,2021-03-24T19:15:00Z,2021,March,Wednesday,07:15 PM,07 PM,"1300 Block Geyer Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,1,1,-80.0319386332202,40.4748200823571
248240850,21050340,6,2021-03-25T12:00:00Z,2021,March,Thursday,12:00 PM,12 PM,"5100 Block Liberty Ave Pittsburgh, PA 15224",N,Bloomfield,5,THEFT,3921 Theft by Unlawful Taking or Disposition.,804,7,2,-79.9437759850926,40.4585094548396
248242642,21050357,99,2021-03-25T14:53:00Z,2021,March,Thursday,02:53 PM,02 PM,"3900 Block Mintwood St Pittsburgh, PA 15201",N,Lower Lawrenceville,2,LOST PROPERTY,9504 Lost Property,603,7,2,-79.9596206860656,40.4638757913716
